id,name,type,class,HGNC_SYMBOL,UNIPROT,CHEBI,PUBCHEM,PUBCHEM_SUBSTANCE,GO,REACTOME,PUBMED
628592,ATXN3,Protein,element,ATXN3,P54252,NA,NA,NA,NA,NA,NA
629105,ATXN3,Protein,element,ATXN3,P54252,NA,NA,NA,NA,NA,NA
629126,ATXN3,Protein,element,ATXN3,P54252,NA,NA,NA,NA,NA,NA
630374,ATXN3,Protein,element,ATXN3,P54252,NA,NA,NA,NA,NA,NA
630477,ATXN3,Protein,element,ATXN3,P54252,NA,NA,NA,NA,NA,NA
630639,ATXN3,Protein,element,ATXN3,P54252,NA,NA,NA,NA,NA,NA
631489,ATXN3,Protein,element,ATXN3,P54252,NA,NA,NA,NA,NA,NA
632690,ATXN3,Protein,element,ATXN3,P54252,NA,NA,NA,NA,NA,NA
630613,Alpha tubulin,Protein,element,NA,NA,NA,NA,NA,NA,NA,NA
630616,Alpha tubulin,Protein,element,NA,NA,NA,NA,NA,NA,NA,NA
630622,Alpha tubulin,Protein,element,NA,NA,NA,NA,NA,NA,NA,NA
632246,Alpha tubulin,Protein,element,NA,NA,NA,NA,NA,NA,NA,NA
629837,BACE1,Protein,element,BACE1,P56817,NA,NA,NA,NA,NA,NA
631432,BACE1,Protein,element,BACE1,P56817,NA,NA,NA,NA,NA,NA
632300,BAD,Protein,element,BAD,Q92934,NA,NA,NA,NA,NA,NA
632369,BAD,Protein,element,BAD,Q92934,NA,NA,NA,NA,NA,NA
632445,BAD,Protein,element,BAD,Q92934,NA,NA,NA,NA,NA,NA
627111,BAG1,Protein,element,BAG1,Q99933,NA,NA,NA,NA,NA,NA
627418,BAG1,Protein,element,BAG1,Q99933,NA,NA,NA,NA,NA,NA
631344,BAG2,Protein,element,BAG2,O95816,NA,NA,NA,NA,NA,NA
627420,BAG3,Protein,element,BAG3,O95817,NA,NA,NA,NA,NA,NA
629134,BAG3,Protein,element,BAG3,O95817,NA,NA,NA,NA,NA,NA
631863,BAG4,Protein,element,BAG4,O95429,NA,NA,NA,NA,NA,NA
631502,BAG5,Protein,element,BAG5,Q9UL15,NA,NA,NA,NA,NA,NA
629108,BAK1,Protein,element,BAK1,Q16611,NA,NA,NA,NA,NA,NA
632435,BAK1,Protein,element,BAK1,Q16611,NA,NA,NA,NA,NA,NA
632490,BAK1,Protein,element,BAK1,Q16611,NA,NA,NA,NA,NA,NA
632514,BAK1,Protein,element,BAK1,Q16611,NA,NA,NA,NA,NA,NA
632269,BAX,Protein,element,BAX,Q07812,NA,NA,NA,NA,NA,NA
632389,BAX,Protein,element,BAX,Q07812,NA,NA,NA,NA,NA,NA
632408,BAX,Protein,element,BAX,Q07812,NA,NA,NA,NA,NA,NA
632434,BAX,Protein,element,BAX,Q07812,NA,NA,NA,NA,NA,NA
632463,BAX,Protein,element,BAX,Q07812,NA,NA,NA,NA,NA,NA
632492,BAX,Protein,element,BAX,Q07812,NA,NA,NA,NA,NA,NA
633808,BAX,Protein,element,BAX,Q07812,NA,NA,NA,NA,NA,NA
634966,BAX,Protein,element,BAX,Q07812,NA,NA,NA,NA,NA,NA
634970,BAX,Protein,element,BAX,Q07812,NA,NA,NA,NA,NA,NA
635478,BAX,Protein,element,BAX,Q07812,NA,NA,NA,NA,NA,NA
632285,BBC3,Protein,element,BBC3,Q9BXH1,NA,NA,NA,NA,NA,NA
632285,BBC3,Protein,element,BBC3,Q96PG8,NA,NA,NA,NA,NA,NA
631393,BBIP1,Protein,element,BBIP1,A8MTZ0,NA,NA,NA,NA,NA,NA
628737,BCAP31,Protein,element,BCAP31,P51572,NA,NA,NA,NA,NA,NA
629176,BCAP31,Protein,element,BCAP31,P51572,NA,NA,NA,NA,NA,NA
629138,BCAP31 (fragment 165-237),Protein,element,BCAP31,P51572,NA,NA,NA,NA,NA,NA
632245,BCAP31 (fragment 2-164),Protein,element,BCAP31,P51572,NA,NA,NA,NA,NA,NA
631462,BCAP31 (fragment 238-246),Protein,element,BCAP31,P51572,NA,NA,NA,NA,NA,NA
634131,BCL11B,Protein,element,BCL11B,Q9C0K0,NA,NA,NA,NA,NA,NA
634152,BCL11B,Protein,element,BCL11B,Q9C0K0,NA,NA,NA,NA,NA,NA
634205,BCL11B,Protein,element,BCL11B,Q9C0K0,NA,NA,NA,NA,NA,NA
627094,BCL2,Protein,element,BCL2,P10415,NA,NA,NA,NA,NA,NA
631582,BCL2,Protein,element,BCL2,P10415,NA,NA,NA,NA,NA,NA
632313,BCL2,Protein,element,BCL2,P10415,NA,NA,NA,NA,NA,NA
632510,BCL2,Protein,element,BCL2,P10415,NA,NA,NA,NA,NA,NA
633807,BCL2,Protein,element,BCL2,P10415,NA,NA,NA,NA,NA,NA
634972,BCL2,Protein,element,BCL2,P10415,NA,NA,NA,NA,NA,NA
634974,BCL2,Protein,element,BCL2,P10415,NA,NA,NA,NA,NA,NA
635479,BCL2,Protein,element,BCL2,P10415,NA,NA,NA,NA,NA,NA
628892,BCL2L1,Protein,element,BCL2L1,Q07817,NA,NA,NA,NA,NA,NA
631497,BCL2L1,Protein,element,BCL2L1,Q07817,NA,NA,NA,NA,NA,NA
631577,BCL2L1,Protein,element,BCL2L1,Q07817,NA,NA,NA,NA,NA,NA
632283,BCL2L1,Protein,element,BCL2L1,Q07817,NA,NA,NA,NA,NA,NA
632294,BCL2L1,Protein,element,BCL2L1,Q07817,NA,NA,NA,NA,NA,NA
632314,BCL2L1,Protein,element,BCL2L1,Q07817,NA,NA,NA,NA,NA,NA
632432,BCL2L1,Protein,element,BCL2L1,Q07817,NA,NA,NA,NA,NA,NA
632494,BCL2L1,Protein,element,BCL2L1,Q07817,NA,NA,NA,NA,NA,NA
627432,BCL2L11,Protein,element,BCL2L11,O43521,NA,NA,NA,NA,NA,NA
631531,BCL2L11,Protein,element,BCL2L11,O43521,NA,NA,NA,NA,NA,NA
632311,BCL2L11,Protein,element,BCL2L11,O43521,NA,NA,NA,NA,NA,NA
632493,BCL2L11,Protein,element,BCL2L11,O43521,NA,NA,NA,NA,NA,NA
627931,BDH1,Protein,element,BDH1,Q02338,NA,NA,NA,NA,NA,NA
626855,BDNF,Protein,element,BDNF,P23560,NA,NA,NA,NA,NA,NA
633792,BDNF,Protein,element,BDNF,P23560,NA,NA,NA,NA,NA,NA
633837,BDNF,Protein,element,BDNF,P23560,NA,NA,NA,NA,NA,NA
633876,BDNF,Protein,element,BDNF,P23560,NA,NA,NA,NA,NA,NA
634803,BDNF,Protein,element,BDNF,P23560,NA,NA,NA,NA,NA,NA
634865,BDNF,Protein,element,BDNF,P23560,NA,NA,NA,NA,NA,NA
628612,BECN1,Protein,element,BECN1,Q14457,NA,NA,NA,NA,NA,NA
628957,BECN1,Protein,element,BECN1,Q14457,NA,NA,NA,NA,NA,NA
631387,BECN1,Protein,element,BECN1,Q14457,NA,NA,NA,NA,NA,NA
631587,BECN1,Protein,element,BECN1,Q14457,NA,NA,NA,NA,NA,NA
631588,BECN1,Protein,element,BECN1,Q14457,NA,NA,NA,NA,NA,NA
631858,BECN1,Protein,element,BECN1,Q14457,NA,NA,NA,NA,NA,NA
631357,BECN1 (fragment 1-149),Protein,element,BECN1,Q14457,NA,NA,NA,NA,NA,NA
631862,BECN1 (fragment 150-450),Protein,element,BECN1,Q14457,NA,NA,NA,NA,NA,NA
632291,BID,Protein,element,BID,P55957,NA,NA,NA,NA,NA,NA
632353,BID,Protein,element,BID,P55957,NA,NA,NA,NA,NA,NA
632362,BID,Protein,element,BID,P55957,NA,NA,NA,NA,NA,NA
632524,BID,Protein,element,BID,P55957,NA,NA,NA,NA,NA,NA
631091,BLVRA,Protein,element,BLVRA,P53004,NA,NA,NA,NA,NA,NA
627426,BMF,Protein,element,BMF,Q96LC9,NA,NA,NA,NA,NA,NA
632704,BMF,Protein,element,BMF,Q96LC9,NA,NA,NA,NA,NA,NA
631304,BNIP3,Protein,element,BNIP3,Q12983,NA,NA,NA,NA,NA,NA
632589,BNIP3,Protein,element,BNIP3,Q12983,NA,NA,NA,NA,NA,NA
629024,BNIP3L,Protein,element,BNIP3L,O60238,NA,NA,NA,NA,NA,NA
632255,BNIP3L,Protein,element,BNIP3L,O60238,NA,NA,NA,NA,NA,NA
633140,BPGM,Protein,element,BPGM,P07738,NA,NA,NA,NA,NA,NA
633221,BPGM,Protein,element,BPGM,P07738,NA,NA,NA,NA,NA,NA
633339,BPGM,Protein,element,BPGM,P07738,NA,NA,NA,NA,NA,NA
633393,BPGM,Protein,element,BPGM,P07738,NA,NA,NA,NA,NA,NA
629232,BTRC,Protein,element,BTRC,Q9Y297,NA,NA,NA,NA,NA,NA
632020,BTRC,Protein,element,BTRC,Q9Y297,NA,NA,NA,NA,NA,NA
632873,BTRC,Protein,element,BTRC,Q9Y297,NA,NA,NA,NA,NA,NA
632900,BTRC,Protein,element,BTRC,Q9Y297,NA,NA,NA,NA,NA,NA
630609,Beta tubulin,Protein,element,NA,NA,NA,NA,NA,NA,NA,NA
631689,Beta tubulin,Protein,element,NA,NA,NA,NA,NA,NA,NA,NA
626898,C3,Protein,element,C3,P01024,NA,NA,NA,NA,NA,NA
635728,C3,Protein,element,C3,P01024,NA,NA,NA,NA,NA,NA
628893,CABP1,Protein,element,CABP1,Q9NZU7,NA,NA,NA,NA,NA,NA
627411,CADPS2,Protein,element,CADPS2,Q86UW7,NA,NA,NA,NA,NA,NA
634184,CALB2,Protein,element,CALB2,P22676,NA,NA,NA,NA,NA,NA
634234,CALB2,Protein,element,CALB2,P22676,NA,NA,NA,NA,NA,NA
634462,CALB2,Protein,element,CALB2,P22676,NA,NA,NA,NA,NA,NA
628888,CALM1,Protein,element,CALM1,P0DP23,NA,NA,NA,NA,NA,NA
631945,CALM1,Protein,element,CALM1,P0DP23,NA,NA,NA,NA,NA,NA
631499,CAMK1,Protein,element,CAMK1,Q14012,NA,NA,NA,NA,NA,NA
631369,CAMK4,Protein,element,CAMK4,Q16566,NA,NA,NA,NA,NA,NA
632892,CAMK4,Protein,element,CAMK4,Q16566,NA,NA,NA,NA,NA,NA
628647,CAMKK2,Protein,element,CAMKK2,Q96RR4,NA,NA,NA,NA,NA,NA
629610,CAMKK2,Protein,element,CAMKK2,Q96RR4,NA,NA,NA,NA,NA,NA
629152,CAPN1,Protein,element,CAPN1,P07384,NA,NA,NA,NA,NA,NA
632368,CAPN1,Protein,element,CAPN1,P07384,NA,NA,NA,NA,NA,NA
632386,CAPN2,Protein,element,CAPN2,P17655,NA,NA,NA,NA,NA,NA
626543,CASP1,Protein,element,CASP1,P29466,NA,NA,NA,NA,NA,NA
626563,CASP1,Protein,element,CASP1,P29466,NA,NA,NA,NA,NA,NA
633045,CASP1,Protein,element,CASP1,P29466,NA,NA,NA,NA,NA,NA
633530,CASP1,Protein,element,CASP1,P29466,NA,NA,NA,NA,NA,NA
633567,CASP1,Protein,element,CASP1,P29466,NA,NA,NA,NA,NA,NA
632299,CASP2,Protein,element,CASP2,P42575,NA,NA,NA,NA,NA,NA
627012,CASP3,Protein,element,CASP3,P42574,NA,NA,NA,NA,NA,NA
631564,CASP3,Protein,element,CASP3,P42574,NA,NA,NA,NA,NA,NA
632302,CASP3,Protein,element,CASP3,P42574,NA,NA,NA,NA,NA,NA
632376,CASP3,Protein,element,CASP3,P42574,NA,NA,NA,NA,NA,NA
633806,CASP3,Protein,element,CASP3,P42574,NA,NA,NA,NA,NA,NA
634956,CASP3,Protein,element,CASP3,P42574,NA,NA,NA,NA,NA,NA
628584,CASP6,Protein,element,CASP6,P55212,NA,NA,NA,NA,NA,NA
632407,CASP7,Protein,element,CASP7,P55210,NA,NA,NA,NA,NA,NA
632533,CASP7,Protein,element,CASP7,P55210,NA,NA,NA,NA,NA,NA
626701,CASP8,Protein,element,CASP8,Q14790,NA,NA,NA,NA,NA,NA
632290,CASP9,Protein,element,CASP9,P55211,NA,NA,NA,NA,NA,NA
632301,CASP9,Protein,element,CASP9,P55211,NA,NA,NA,NA,NA,NA
632355,CASP9,Protein,element,CASP9,P55211,NA,NA,NA,NA,NA,NA
632532,CASP9,Protein,element,CASP9,P55211,NA,NA,NA,NA,NA,NA
635467,CASP9,Protein,element,CASP9,P55211,NA,NA,NA,NA,NA,NA
635472,CASP9,Protein,element,CASP9,P55211,NA,NA,NA,NA,NA,NA
627590,CAT,Protein,element,CAT,P04040,NA,NA,NA,NA,NA,NA
628005,CAT,Protein,element,CAT,P04040,NA,NA,NA,NA,NA,NA
631007,CAT,Protein,element,CAT,P04040,NA,NA,NA,NA,NA,NA
634136,CCK,Protein,element,CCK,P06307,NA,NA,NA,NA,NA,NA
634218,CCK,Protein,element,CCK,P06307,NA,NA,NA,NA,NA,NA
634526,CCK,Protein,element,CCK,P06307,NA,NA,NA,NA,NA,NA
629363,CCN4,Protein,element,CCN4,O95388,NA,NA,NA,NA,NA,NA
627120,CCNB1,Protein,element,CCNB1,P14635,NA,NA,NA,NA,NA,NA
633245,CCNB1,Protein,element,CCNB1,P14635,NA,NA,NA,NA,NA,NA
626583,CD14,Protein,element,CD14,P08571,NA,NA,NA,NA,NA,NA
633539,CD14,Protein,element,CD14,P08571,NA,NA,NA,NA,NA,NA
626697,CD200,Protein,element,CD200,P41217,NA,NA,NA,NA,NA,NA
631495,CD200,Protein,element,CD200,P41217,NA,NA,NA,NA,NA,NA
626900,CD200R1,Protein,element,CD200R1,Q8TD46,NA,NA,NA,NA,NA,NA
633882,CD200R1,Protein,element,CD200R1,Q8TD46,NA,NA,NA,NA,NA,NA
626698,CD22,Protein,element,CD22,P20273,NA,NA,NA,NA,NA,NA
628640,CD22,Protein,element,CD22,P20273,NA,NA,NA,NA,NA,NA
626799,CD36,Protein,element,CD36,P16671,NA,NA,NA,NA,NA,NA
633114,CD36,Protein,element,CD36,P16671,NA,NA,NA,NA,NA,NA
633134,CD36,Protein,element,CD36,P16671,NA,NA,NA,NA,NA,NA
633417,CD36,Protein,element,CD36,P16671,NA,NA,NA,NA,NA,NA
626729,CD47,Protein,element,CD47,Q08722,NA,NA,NA,NA,NA,NA
629747,CD47,Protein,element,CD47,Q08722,NA,NA,NA,NA,NA,NA
626519,CD68,Protein,element,CD68,P34810,NA,NA,NA,NA,NA,NA
634842,CD68,Protein,element,CD68,P34810,NA,NA,NA,NA,NA,NA
627181,CDC42,Protein,element,CDC42,P60953,NA,NA,NA,NA,NA,NA
632069,CDC42,Protein,element,CDC42,P60953,NA,NA,NA,NA,NA,NA
629626,CDH1,Protein,element,CDH1,P12830,NA,NA,NA,NA,NA,NA
633213,CDH1,Protein,element,CDH1,P12830,NA,NA,NA,NA,NA,NA
631623,CDK1,Protein,element,CDK1,P06493,NA,NA,NA,NA,NA,NA
633210,CDK1,Protein,element,CDK1,P06493,NA,NA,NA,NA,NA,NA
631793,CDK2,Protein,element,CDK2,P24941,NA,NA,NA,NA,NA,NA
633301,CDK2,Protein,element,CDK2,P24941,NA,NA,NA,NA,NA,NA
628974,CDK5,Protein,element,CDK5,Q00535,NA,NA,NA,NA,NA,NA
630324,CDK5,Protein,element,CDK5,Q00535,NA,NA,NA,NA,NA,NA
632101,CDK5,Protein,element,CDK5,Q00535,NA,NA,NA,NA,NA,NA
632940,CDK5,Protein,element,CDK5,Q00535,NA,NA,NA,NA,NA,NA
632102,CDK5R1,Protein,element,CDK5R1,Q15078,NA,NA,NA,NA,NA,NA
632110,CDK5R1 (p25),Protein,element,CDK5R1,Q15078,NA,NA,NA,NA,NA,NA
629116,CDKN1B,Protein,element,CDKN1B,P46527,NA,NA,NA,NA,NA,NA
633303,CDKN1B,Protein,element,CDKN1B,P46527,NA,NA,NA,NA,NA,NA
629866,CEBPB,Protein,element,CEBPB,P17676,NA,NA,NA,NA,NA,NA
630378,CEBPB,Protein,element,CEBPB,P17676,NA,NA,NA,NA,NA,NA
631278,CFLAR,Protein,element,CFLAR,O15519,NA,NA,NA,NA,NA,NA
628537,CHCHD2,Protein,element,CHCHD2,Q9Y6H1,NA,NA,NA,NA,NA,NA
628571,CHCHD2,Protein,element,CHCHD2,Q9Y6H1,NA,NA,NA,NA,NA,NA
631776,CHCHD2,Protein,element,CHCHD2,Q9Y6H1,NA,NA,NA,NA,NA,NA
632505,CHCHD2,Protein,element,CHCHD2,Q9Y6H1,NA,NA,NA,NA,NA,NA
632711,CHCHD4,Protein,element,CHCHD4,Q8N4Q1,NA,NA,NA,NA,NA,NA
634007,CHRM1,Protein,element,CHRM1,P11229,NA,NA,NA,NA,NA,NA
632785,CHRM4,Protein,element,CHRM4,P08173,NA,NA,NA,NA,NA,NA
635438,CHRNA7,Protein,element,CHRNA7,P36544,NA,NA,NA,NA,NA,NA
635441,CHRNA7,Protein,element,CHRNA7,P36544,NA,NA,NA,NA,NA,NA
635442,CHRNA7,Protein,element,CHRNA7,P36544,NA,NA,NA,NA,NA,NA
635447,CHRNA7,Protein,element,CHRNA7,P36544,NA,NA,NA,NA,NA,NA
635464,CHRNA7,Protein,element,CHRNA7,P36544,NA,NA,NA,NA,NA,NA
635474,CHRNA7,Protein,element,CHRNA7,P36544,NA,NA,NA,NA,NA,NA
635485,CHRNA7,Protein,element,CHRNA7,P36544,NA,NA,NA,NA,NA,NA
635496,CHRNA7,Protein,element,CHRNA7,P36544,NA,NA,NA,NA,NA,NA
635499,CHRNA7,Protein,element,CHRNA7,P36544,NA,NA,NA,NA,NA,NA
635517,CHRNA7,Protein,element,CHRNA7,P36544,NA,NA,NA,NA,NA,NA
635525,CHRNA7,Protein,element,CHRNA7,P36544,NA,NA,NA,NA,NA,NA
631964,CHUK,Protein,element,CHUK,O15111,NA,NA,NA,NA,NA,NA
628679,CISD1,Protein,element,CISD1,Q9NZ45,NA,NA,NA,NA,NA,NA
628684,CISD1,Protein,element,CISD1,Q9NZ45,NA,NA,NA,NA,NA,NA
629054,CLPB,Protein,element,CLPB,Q9H078,NA,NA,NA,NA,NA,NA
629063,CLPP,Protein,element,CLPP,Q16740,NA,NA,NA,NA,NA,NA
630052,CLPP,Protein,element,CLPP,Q16740,NA,NA,NA,NA,NA,NA
632875,CNR1,Protein,element,CNR1,P21554,NA,NA,NA,NA,NA,NA
633958,CNR1,Protein,element,CNR1,P21554,NA,NA,NA,NA,NA,NA
635486,CNR1,Protein,element,CNR1,P21554,NA,NA,NA,NA,NA,NA
630996,COASY,Protein,element,COASY,Q13057,NA,NA,NA,NA,NA,NA
631747,COMT,Protein,element,COMT,P21964,NA,NA,NA,NA,NA,NA
633927,COMT,Protein,element,COMT,P21964,NA,NA,NA,NA,NA,NA
630842,CP,Protein,element,CP,P00450,NA,NA,NA,NA,NA,NA
626967,CPLX1,Protein,element,CPLX1,O14810,NA,NA,NA,NA,NA,NA
627745,CPT1A,Protein,element,CPT1A,P50416,NA,NA,NA,NA,NA,NA
628677,CPT1A,Protein,element,CPT1A,P50416,NA,NA,NA,NA,NA,NA
628682,CPT1A,Protein,element,CPT1A,P50416,NA,NA,NA,NA,NA,NA
627767,CPT1B,Protein,element,CPT1B,Q92523,NA,NA,NA,NA,NA,NA
628157,CPT2,Protein,element,CPT2,P23786,NA,NA,NA,NA,NA,NA
629922,CREB1,Protein,element,CREB1,P16220,NA,NA,NA,NA,NA,NA
629995,CREB1,Protein,element,CREB1,P16220,NA,NA,NA,NA,NA,NA
630198,CREB1,Protein,element,CREB1,P16220,NA,NA,NA,NA,NA,NA
630218,CREB1,Protein,element,CREB1,P16220,NA,NA,NA,NA,NA,NA
630377,CREB1,Protein,element,CREB1,P16220,NA,NA,NA,NA,NA,NA
633879,CREB1,Protein,element,CREB1,P16220,NA,NA,NA,NA,NA,NA
634821,CREB1,Protein,element,CREB1,P16220,NA,NA,NA,NA,NA,NA
629896,CREBBP,Protein,element,CREBBP,Q92793,NA,NA,NA,NA,NA,NA
629999,CREBBP,Protein,element,CREBBP,Q92793,NA,NA,NA,NA,NA,NA
630153,CREBBP,Protein,element,CREBBP,Q92793,NA,NA,NA,NA,NA,NA
629266,CRTC1,Protein,element,CRTC1,Q6UUV9,NA,NA,NA,NA,NA,NA
630328,CRTC1,Protein,element,CRTC1,Q6UUV9,NA,NA,NA,NA,NA,NA
628638,CRTC2,Protein,element,CRTC2,Q53ET0,NA,NA,NA,NA,NA,NA
630258,CRTC2,Protein,element,CRTC2,Q53ET0,NA,NA,NA,NA,NA,NA
631346,CRTC2,Protein,element,CRTC2,Q53ET0,NA,NA,NA,NA,NA,NA
633907,CRYAB,Protein,element,CRYAB,P02511,NA,NA,NA,NA,NA,NA
627839,CS,Protein,element,CS,O75390,NA,NA,NA,NA,NA,NA
633633,CS,Protein,element,CS,O75390,NA,NA,NA,NA,NA,NA
630587,CSNK1A1,Protein,element,CSNK1A1,P48729,NA,NA,NA,NA,NA,NA
632795,CSNK1A1,Protein,element,CSNK1A1,P48729,NA,NA,NA,NA,NA,NA
632885,CSNK1A1,Protein,element,CSNK1A1,P48729,NA,NA,NA,NA,NA,NA
632905,CSNK1A1,Protein,element,CSNK1A1,P48729,NA,NA,NA,NA,NA,NA
631473,CSNK2A2,Protein,element,CSNK2A2,P19784,NA,NA,NA,NA,NA,NA
627042,CTNNB1,Protein,element,CTNNB1,P35222,NA,NA,NA,NA,NA,NA
627049,CTNNB1,Protein,element,CTNNB1,P35222,NA,NA,NA,NA,NA,NA
627052,CTNNB1,Protein,element,CTNNB1,P35222,NA,NA,NA,NA,NA,NA
632276,CTNNB1,Protein,element,CTNNB1,P35222,NA,NA,NA,NA,NA,NA
632862,CTNNB1,Protein,element,CTNNB1,P35222,NA,NA,NA,NA,NA,NA
635476,CTNNB1,Protein,element,CTNNB1,P35222,NA,NA,NA,NA,NA,NA
632068,CTNND2,Protein,element,CTNND2,Q9UQB3,NA,NA,NA,NA,NA,NA
632164,CTNND2,Protein,element,CTNND2,Q9UQB3,NA,NA,NA,NA,NA,NA
633075,CTSB,Protein,element,CTSB,P07858,NA,NA,NA,NA,NA,NA
633098,CTSB,Protein,element,CTSB,P07858,NA,NA,NA,NA,NA,NA
633122,CTSB,Protein,element,CTSB,P07858,NA,NA,NA,NA,NA,NA
633544,CTSB,Protein,element,CTSB,P07858,NA,NA,NA,NA,NA,NA
631904,CTSD (32kDa),Protein,element,CTSD,P07339,NA,NA,NA,NA,NA,NA
631433,CTSD (44kDa),Protein,element,CTSD,P07339,NA,NA,NA,NA,NA,NA
631913,CTSD (44kDa),Protein,element,CTSD,P07339,NA,NA,NA,NA,NA,NA
629831,CTSD (52kDa),Protein,element,CTSD,P07339,NA,NA,NA,NA,NA,NA
631436,CTSD (52kDa),Protein,element,CTSD,P07339,NA,NA,NA,NA,NA,NA
629614,CUL3,Protein,element,CUL3,Q13618,NA,NA,NA,NA,NA,NA
631721,CUL3,Protein,element,CUL3,Q13618,NA,NA,NA,NA,NA,NA
626725,CX3CL1,Protein,element,CX3CL1,P78423,NA,NA,NA,NA,NA,NA
628749,CX3CL1,Protein,element,CX3CL1,P78423,NA,NA,NA,NA,NA,NA
626826,CX3CR1,Protein,element,CX3CR1,P49238,NA,NA,NA,NA,NA,NA
633046,CX3CR1,Protein,element,CX3CR1,P49238,NA,NA,NA,NA,NA,NA
633886,CX3CR1,Protein,element,CX3CR1,P49238,NA,NA,NA,NA,NA,NA
634455,CXCR4,Protein,element,CXCR4,P61073,NA,NA,NA,NA,NA,NA
626605,CYBB,Protein,element,CYBB,P04839,NA,NA,NA,NA,NA,NA
626680,CYBB,Protein,element,CYBB,P04839,NA,NA,NA,NA,NA,NA
633471,CYBB,Protein,element,CYBB,P04839,NA,NA,NA,NA,NA,NA
633758,CYBB,Protein,element,CYBB,P04839,NA,NA,NA,NA,NA,NA
627795,CYCS,Protein,element,CYCS,P99999,NA,NA,NA,NA,NA,NA
627869,CYCS,Protein,element,CYCS,P99999,NA,NA,NA,NA,NA,NA
627874,CYCS,Protein,element,CYCS,P99999,NA,NA,NA,NA,NA,NA
628087,CYCS,Protein,element,CYCS,P99999,NA,NA,NA,NA,NA,NA
628098,CYCS,Protein,element,CYCS,P99999,NA,NA,NA,NA,NA,NA
628113,CYCS,Protein,element,CYCS,P99999,NA,NA,NA,NA,NA,NA
628238,CYCS,Protein,element,CYCS,P99999,NA,NA,NA,NA,NA,NA
628362,CYCS,Protein,element,CYCS,P99999,NA,NA,NA,NA,NA,NA
628394,CYCS,Protein,element,CYCS,P99999,NA,NA,NA,NA,NA,NA
628421,CYCS,Protein,element,CYCS,P99999,NA,NA,NA,NA,NA,NA
628455,CYCS,Protein,element,CYCS,P99999,NA,NA,NA,NA,NA,NA
628532,CYCS,Protein,element,CYCS,P99999,NA,NA,NA,NA,NA,NA
632351,CYCS,Protein,element,CYCS,P99999,NA,NA,NA,NA,NA,NA
632482,CYCS,Protein,element,CYCS,P99999,NA,NA,NA,NA,NA,NA
632515,CYCS,Protein,element,CYCS,P99999,NA,NA,NA,NA,NA,NA
632528,CYCS,Protein,element,CYCS,P99999,NA,NA,NA,NA,NA,NA
634981,CYCS,Protein,element,CYCS,P99999,NA,NA,NA,NA,NA,NA
628190,D2HGDH,Protein,element,D2HGDH,Q8N465,NA,NA,NA,NA,NA,NA
635305,DAO,Protein,element,DAO,P14920,NA,NA,NA,NA,NA,NA
629132,DAPK1,Protein,element,DAPK1,P53355,NA,NA,NA,NA,NA,NA
631662,DAPK1,Protein,element,DAPK1,P53355,NA,NA,NA,NA,NA,NA
632010,DAXX,Protein,element,DAXX,Q9UER7,NA,NA,NA,NA,NA,NA
632387,DBNL,Protein,element,DBNL,Q9UJU6,NA,NA,NA,NA,NA,NA
630606,DCTN1,Protein,element,DCTN1,Q14203,NA,NA,NA,NA,NA,NA
632767,DDC,Protein,element,DDC,P20711,NA,NA,NA,NA,NA,NA
629317,DDIT3,Protein,element,DDIT3,P0DPQ6,NA,NA,NA,NA,NA,NA
629317,DDIT3,Protein,element,DDIT3,P35638,NA,NA,NA,NA,NA,NA
629642,DDIT3,Protein,element,DDIT3,P0DPQ6,NA,NA,NA,NA,NA,NA
629642,DDIT3,Protein,element,DDIT3,P35638,NA,NA,NA,NA,NA,NA
630105,DDIT3,Protein,element,DDIT3,P35638,NA,NA,NA,NA,NA,NA
630105,DDIT3,Protein,element,DDIT3,P0DPQ6,NA,NA,NA,NA,NA,NA
630337,DDIT3,Protein,element,DDIT3,P35638,NA,NA,NA,NA,NA,NA
630337,DDIT3,Protein,element,DDIT3,P0DPQ6,NA,NA,NA,NA,NA,NA
628709,DDIT4,Protein,element,DDIT4,Q9NX09,NA,NA,NA,NA,NA,NA
628713,DDIT4,Protein,element,DDIT4,Q9NX09,NA,NA,NA,NA,NA,NA
629498,DDIT4,Protein,element,DDIT4,Q9NX09,NA,NA,NA,NA,NA,NA
629499,DDIT4,Protein,element,DDIT4,Q9NX09,NA,NA,NA,NA,NA,NA
628236,DECR1,Protein,element,DECR1,Q16698,NA,NA,NA,NA,NA,NA
627726,DGAT1,Protein,element,DGAT1,O75907,NA,NA,NA,NA,NA,NA
627716,DGAT2,Protein,element,DGAT2,Q96PD7,NA,NA,NA,NA,NA,NA
632430,DIABLO,Protein,element,DIABLO,Q9NR28,NA,NA,NA,NA,NA,NA
632516,DIABLO,Protein,element,DIABLO,Q9NR28,NA,NA,NA,NA,NA,NA
627009,DLG1,Protein,element,DLG1,Q12959,NA,NA,NA,NA,NA,NA
631255,DLG1,Protein,element,DLG1,Q12959,NA,NA,NA,NA,NA,NA
632649,DLG4,Protein,element,DLG4,P78352,NA,NA,NA,NA,NA,NA
628590,DNAJB1,Protein,element,DNAJB1,P25685,NA,NA,NA,NA,NA,NA
631206,DNAJB2,Protein,element,DNAJB2,P25686,NA,NA,NA,NA,NA,NA
629716,DNAJC13,Protein,element,DNAJC13,O75165,NA,NA,NA,NA,NA,NA
