,approvedSymbol,approvedName,prefName,drugType,drugId,phase,ctIds,id,disease
416,KCNK10,potassium two pore domain channel subfamily K member 10,ISOFLURANE,Small molecule,CHEMBL1256,3.0,['NCT04415060'],MONDO_0100096,COVID-19
417,JAK1,Janus kinase 1,TOFACITINIB,Small molecule,CHEMBL221959,3.0,['NCT04469114'],MONDO_0100096,COVID-19
418,TUBB4A,tubulin beta 4A class IVa,COLCHICINE,Small molecule,CHEMBL107,3.0,['NCT04416334'],MONDO_0100096,COVID-19
419,NR3C1,nuclear receptor subfamily 3 group C member 1,DEXAMETHASONE,Small molecule,CHEMBL384467,3.0,"['NCT04784559', 'NCT04347980', 'NCT04327401']",MONDO_0100096,COVID-19
420,NR3C1,nuclear receptor subfamily 3 group C member 1,DEXAMETHASONE,Small molecule,CHEMBL384467,3.0,"['NCT02735707', 'NCT04890626', 'NCT04330690', 'NCT04970719', 'NCT04499313']",MONDO_0100096,COVID-19
421,TUBB,tubulin beta class I,COLCHICINE,Small molecule,CHEMBL107,3.0,"['NCT04997551', 'NCT04324463']",MONDO_0100096,COVID-19
422,GABRA2,gamma-aminobutyric acid type A receptor subunit alpha2,SEVOFLURANE,Small molecule,CHEMBL1200694,3.0,['NCT04355962'],MONDO_0100096,COVID-19
423,MMP13,matrix metallopeptidase 13,DOXYCYCLINE,Small molecule,CHEMBL1200699,3.0,"['NCT04371952', 'NCT04528927']",MONDO_0100096,COVID-19
424,GRIN1,glutamate ionotropic receptor NMDA type subunit 1,AMANTADINE HYDROCHLORIDE,Small molecule,CHEMBL1569,3.0,['NCT04854759'],MONDO_0100096,COVID-19
425,PDE4B,phosphodiesterase 4B,APREMILAST,Small molecule,CHEMBL514800,3.0,['NCT04590586'],MONDO_0100096,COVID-19
426,PDE6D,phosphodiesterase 6D,DIPYRIDAMOLE,Small molecule,CHEMBL932,3.0,['NCT04410328'],MONDO_0100096,COVID-19
427,NDUFAF4,NADH:ubiquinone oxidoreductase complex assembly factor 4,METFORMIN,Small molecule,CHEMBL1431,3.0,['NCT04510194'],MONDO_0100096,COVID-19
428,CYP3A4,cytochrome P450 family 3 subfamily A member 4,COBICISTAT,Small molecule,CHEMBL2095208,3.0,['NCT04252274'],MONDO_0100096,COVID-19
429,TUBB2B,tubulin beta 2B class IIb,COLCHICINE,Small molecule,CHEMBL107,3.0,"['NCT04667780', 'NCT04328480', 'NCT04350320', 'NCT04472611', 'NCT04724629']",MONDO_0100096,COVID-19
430,IL1R1,interleukin 1 receptor type 1,ANAKINRA,Protein,CHEMBL1201570,3.0,['NCT04364009'],MONDO_0100096,COVID-19
431,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase",IMATINIB,Small molecule,CHEMBL941,3.0,['NCT04394416'],MONDO_0100096,COVID-19
432,TUBB1,tubulin beta 1 class VI,COLCHICINE,Small molecule,CHEMBL107,3.0,"['NCT04322682', 'NCT04539873', 'NCT04516941']",MONDO_0100096,COVID-19
433,PDE4D,phosphodiesterase 4D,DIPYRIDAMOLE,Small molecule,CHEMBL932,3.0,['NCT04410328'],MONDO_0100096,COVID-19
434,F10,coagulation factor X,APIXABAN,Small molecule,CHEMBL231779,3.0,['NCT04498273'],MONDO_0100096,COVID-19
435,GABRG2,gamma-aminobutyric acid type A receptor subunit gamma2,SEVOFLURANE,Small molecule,CHEMBL1200694,3.0,['NCT04415060'],MONDO_0100096,COVID-19
436,ADRA2C,adrenoceptor alpha 2C,AVIPTADIL,Protein,CHEMBL1981592,3.0,['NCT05137795'],MONDO_0100096,COVID-19
437,KLKB1,kallikrein B1,LANADELUMAB,Antibody,CHEMBL3545189,3.0,['NCT04590586'],MONDO_0100096,COVID-19
438,EEF1A2,eukaryotic translation elongation factor 1 alpha 2,PLITIDEPSIN,Small molecule,CHEMBL451930,3.0,['NCT04784559'],MONDO_0100096,COVID-19
439,TUBB2B,tubulin beta 2B class IIb,COLCHICINE,Small molecule,CHEMBL107,3.0,['NCT04603690'],MONDO_0100096,COVID-19
440,IL2RA,interleukin 2 receptor subunit alpha,ALDESLEUKIN,Protein,CHEMBL1201438,3.0,['NCT04724629'],MONDO_0100096,COVID-19
441,CHRNA4,cholinergic receptor nicotinic alpha 4 subunit,NICOTINE,Small molecule,CHEMBL3,3.0,"['NCT04598594', 'NCT04608201']",MONDO_0100096,COVID-19
442,BCR,BCR activator of RhoGEF and GTPase,IMATINIB,Small molecule,CHEMBL941,3.0,"['NCT02735707', 'NCT04330690']",MONDO_0100096,COVID-19
443,IL10RB,interleukin 10 receptor subunit beta,PEGINTERFERON LAMBDA-1A,Protein,CHEMBL2108723,3.0,['NCT04727424'],MONDO_0100096,COVID-19
444,NDUFS4,NADH:ubiquinone oxidoreductase subunit S4,METFORMIN,Small molecule,CHEMBL1431,3.0,['NCT04510194'],MONDO_0100096,COVID-19
445,GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A,AMANTADINE HYDROCHLORIDE,Small molecule,CHEMBL1569,3.0,['NCT04854759'],MONDO_0100096,COVID-19
446,TUBB1,tubulin beta 1 class VI,COLCHICINE,Small molecule,CHEMBL107,3.0,"['NCT04324463', 'NCT04997551']",MONDO_0100096,COVID-19
447,NDUFA4,NDUFA4 mitochondrial complex associated,METFORMIN,Small molecule,CHEMBL1431,3.0,['NCT04510194'],MONDO_0100096,COVID-19
448,TLR9,toll like receptor 9,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,3.0,"['NCT04371523', 'NCT04364815', 'NCT04372082', 'NCT04365582', 'NCT04365231', 'NCT04349228', 'NCT04342156', 'NCT04371406', 'NCT04360759', 'NCT04330144', 'NCT04336748', 'NCT04346329', 'NCT04361461']",MONDO_0100096,COVID-19
449,FKBP1A,FKBP prolyl isomerase 1A,TACROLIMUS,Small molecule,CHEMBL269732,3.0,['NCT04341038'],MONDO_0100096,COVID-19
450,PTGS1,prostaglandin-endoperoxide synthase 1,INDOMETHACIN,Small molecule,CHEMBL6,3.0,['NCT05007522'],MONDO_0100096,COVID-19
451,CYP3A5,cytochrome P450 family 3 subfamily A member 5,RITONAVIR,Small molecule,CHEMBL163,3.0,"['NCT04409483', 'NCT04365582']",MONDO_0100096,COVID-19
452,JAK2,Janus kinase 2,RUXOLITINIB,Small molecule,CHEMBL1789941,3.0,['NCT04377620'],MONDO_0100096,COVID-19
453,TUBB4B,tubulin beta 4B class IVb,COLCHICINE,Small molecule,CHEMBL107,3.0,['NCT04416334'],MONDO_0100096,COVID-19
454,GABRA5,gamma-aminobutyric acid type A receptor subunit alpha5,SEVOFLURANE,Small molecule,CHEMBL1200694,3.0,['NCT04415060'],MONDO_0100096,COVID-19
455,IFNAR1,interferon alpha and beta receptor subunit 1,INTERFERON BETA-1A,Protein,CHEMBL1201562,3.0,['NCT04315948'],MONDO_0100096,COVID-19
456,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,AMANTADINE HYDROCHLORIDE,Small molecule,CHEMBL1569,3.0,['NCT04854759'],MONDO_0100096,COVID-19
457,SERPINC1,serpin family C member 1,TINZAPARIN SODIUM,Oligosaccharide,CHEMBL1201414,3.0,['NCT04483960'],MONDO_0100096,COVID-19
458,F10,coagulation factor X,EDOXABAN,Small molecule,CHEMBL1269025,3.0,['NCT04542408'],MONDO_0100096,COVID-19
459,GABRB1,gamma-aminobutyric acid type A receptor subunit beta1,ISOFLURANE,Small molecule,CHEMBL1256,3.0,['NCT04415060'],MONDO_0100096,COVID-19
460,TLR7,toll like receptor 7,HYDROXYCHLOROQUINE SULFATE,Small molecule,CHEMBL1690,3.0,['NCT04446104'],MONDO_0100096,COVID-19
461,GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A,AMANTADINE,Small molecule,CHEMBL660,3.0,['NCT04952519'],MONDO_0100096,COVID-19
462,TLR4,toll like receptor 4,ERITORAN,Small molecule,CHEMBL501259,3.0,['NCT02735707'],MONDO_0100096,COVID-19
463,TUBB4A,tubulin beta 4A class IVa,COLCHICINE,Small molecule,CHEMBL107,3.0,"['NCT04516941', 'NCT04322682', 'NCT04539873']",MONDO_0100096,COVID-19
464,DRD3,dopamine receptor D3,CHLORPROMAZINE,Small molecule,CHEMBL71,3.0,['NCT04366739'],MONDO_0100096,COVID-19
465,SERPINC1,serpin family C member 1,BEMIPARIN SODIUM,Oligosaccharide,CHEMBL2108806,3.0,['NCT04604327'],MONDO_0100096,COVID-19
466,PTGS2,prostaglandin-endoperoxide synthase 2,ASPIRIN,Small molecule,CHEMBL25,3.0,['NCT04324463'],MONDO_0100096,COVID-19
467,IFNAR2,interferon alpha and beta receptor subunit 2,ROPEGINTERFERON ALFA-2B,Unknown,CHEMBL4297819,3.0,['NCT05770466'],MONDO_0100096,COVID-19
468,NR3C1,nuclear receptor subfamily 3 group C member 1,METHYLPREDNISOLONE,Small molecule,CHEMBL650,3.0,['NCT04485429'],MONDO_0100096,COVID-19
469,CACNA1C,calcium voltage-gated channel subunit alpha1 C,DILTIAZEM,Small molecule,CHEMBL23,3.0,['NCT04372082'],MONDO_0100096,COVID-19
470,JAK1,Janus kinase 1,BARICITINIB,Small molecule,CHEMBL2105759,3.0,"['NCT04832880', 'NCT05056558']",MONDO_0100096,COVID-19
471,NR3C1,nuclear receptor subfamily 3 group C member 1,METHYLPREDNISOLONE,Small molecule,CHEMBL650,3.0,"['NCT04499313', 'NCT04341038']",MONDO_0100096,COVID-19
472,NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8,METFORMIN,Small molecule,CHEMBL1431,3.0,['NCT04510194'],MONDO_0100096,COVID-19
473,CYP3A4,cytochrome P450 family 3 subfamily A member 4,RITONAVIR,Small molecule,CHEMBL163,3.0,"['NCT04328285', 'NCT05011513']",MONDO_0100096,COVID-19
474,NR3C1,nuclear receptor subfamily 3 group C member 1,METHYLPREDNISOLONE,Small molecule,CHEMBL650,3.0,"['NCT04603729', 'NCT04673162', 'NCT04438980', 'NCT04909918']",MONDO_0100096,COVID-19
475,CYP3A5,cytochrome P450 family 3 subfamily A member 5,COBICISTAT,Small molecule,CHEMBL2095208,3.0,['NCT04252274'],MONDO_0100096,COVID-19
476,AGTR1,angiotensin II receptor type 1,LOSARTAN,Small molecule,CHEMBL191,3.0,['NCT04606563'],MONDO_0100096,COVID-19
477,GABRA4,gamma-aminobutyric acid type A receptor subunit alpha4,SEVOFLURANE,Small molecule,CHEMBL1200694,3.0,['NCT04415060'],MONDO_0100096,COVID-19
478,IFNAR1,interferon alpha and beta receptor subunit 1,ROPEGINTERFERON ALFA-2B,Unknown,CHEMBL4297819,3.0,['NCT05770466'],MONDO_0100096,COVID-19
479,MMP7,matrix metallopeptidase 7,DOXYCYCLINE,Small molecule,CHEMBL1200699,3.0,['NCT04523831'],MONDO_0100096,COVID-19
480,HSP90AB1,heat shock protein 90 alpha family class B member 1,CD24FC,Unknown,CHEMBL4297717,3.0,['NCT04317040'],MONDO_0100096,COVID-19
481,GABRP,gamma-aminobutyric acid type A receptor subunit pi,SEVOFLURANE,Small molecule,CHEMBL1200694,3.0,['NCT04415060'],MONDO_0100096,COVID-19
482,NDUFB2,NADH:ubiquinone oxidoreductase subunit B2,METFORMIN,Small molecule,CHEMBL1431,3.0,['NCT04510194'],MONDO_0100096,COVID-19
483,OPRM1,opioid receptor mu 1,FENTANYL,Small molecule,CHEMBL596,3.0,['NCT05165992'],MONDO_0100096,COVID-19
484,TACR1,tachykinin receptor 1,TRADIPITANT,Small molecule,CHEMBL3544984,3.0,['NCT04326426'],MONDO_0100096,COVID-19
485,CD6,CD6 molecule,ITOLIZUMAB,Antibody,CHEMBL1743033,3.0,['NCT04605926'],MONDO_0100096,COVID-19
486,TLR9,toll like receptor 9,HYDROXYCHLOROQUINE SULFATE,Small molecule,CHEMBL1690,3.0,"['NCT04341727', 'NCT04342221']",MONDO_0100096,COVID-19
487,KCNK9,potassium two pore domain channel subfamily K member 9,ISOFLURANE,Small molecule,CHEMBL1256,3.0,['NCT04415060'],MONDO_0100096,COVID-19
488,PDE4D,phosphodiesterase 4D,APREMILAST,Small molecule,CHEMBL514800,3.0,['NCT02735707'],MONDO_0100096,COVID-19
489,KCNK18,potassium two pore domain channel subfamily K member 18,ISOFLURANE,Small molecule,CHEMBL1256,3.0,['NCT04415060'],MONDO_0100096,COVID-19
490,BCR,BCR activator of RhoGEF and GTPase,IMATINIB,Small molecule,CHEMBL941,3.0,['NCT04394416'],MONDO_0100096,COVID-19
491,AGTR1,angiotensin II receptor type 1,VALSARTAN,Small molecule,CHEMBL1069,3.0,['NCT04606563'],MONDO_0100096,COVID-19
492,TLR7,toll like receptor 7,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,3.0,"['NCT04365231', 'NCT04364815', 'NCT04336748', 'NCT04365582', 'NCT04371406', 'NCT04342156', 'NCT04371523', 'NCT04349228', 'NCT04346329', 'NCT04330144', 'NCT04372082', 'NCT04360759', 'NCT04361461']",MONDO_0100096,COVID-19
493,SLC5A2,solute carrier family 5 member 2,DAPAGLIFLOZIN,Small molecule,CHEMBL429910,3.0,['NCT04350593'],MONDO_0100096,COVID-19
494,JAK2,Janus kinase 2,PACRITINIB,Small molecule,CHEMBL2035187,3.0,['NCT04404361'],MONDO_0100096,COVID-19
495,GABRB1,gamma-aminobutyric acid type A receptor subunit beta1,SEVOFLURANE,Small molecule,CHEMBL1200694,3.0,['NCT04355962'],MONDO_0100096,COVID-19
496,KCNK9,potassium two pore domain channel subfamily K member 9,SEVOFLURANE,Small molecule,CHEMBL1200694,3.0,['NCT04355962'],MONDO_0100096,COVID-19
497,MMP1,matrix metallopeptidase 1,DOXYCYCLINE,Small molecule,CHEMBL1200699,3.0,"['NCT04528927', 'NCT04371952']",MONDO_0100096,COVID-19
498,PTGS1,prostaglandin-endoperoxide synthase 1,ASPIRIN,Small molecule,CHEMBL25,3.0,['NCT04498273'],MONDO_0100096,COVID-19
499,CHRNB2,cholinergic receptor nicotinic beta 2 subunit,NICOTINE,Small molecule,CHEMBL3,3.0,"['NCT04598594', 'NCT04608201']",MONDO_0100096,COVID-19
500,NDUFA4L2,NDUFA4 mitochondrial complex associated like 2,METFORMIN,Small molecule,CHEMBL1431,3.0,['NCT04510194'],MONDO_0100096,COVID-19
501,NR3C1,nuclear receptor subfamily 3 group C member 1,PREDNISONE,Small molecule,CHEMBL635,3.0,['NCT04451174'],MONDO_0100096,COVID-19
502,ACE,angiotensin I converting enzyme,CAPTOPRIL,Small molecule,CHEMBL1560,3.0,['NCT04345406'],MONDO_0100096,COVID-19
503,NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1,METFORMIN,Small molecule,CHEMBL1431,3.0,['NCT04510194'],MONDO_0100096,COVID-19
504,HRH1,histamine receptor H1,KETOTIFEN,Small molecule,CHEMBL534,3.0,['NCT05007522'],MONDO_0100096,COVID-19
505,CYP3A5,cytochrome P450 family 3 subfamily A member 5,RITONAVIR,Small molecule,CHEMBL163,3.0,"['NCT04303299', 'NCT04364022', 'NCT05601167']",MONDO_0100096,COVID-19
506,CYP3A7,cytochrome P450 family 3 subfamily A member 7,RITONAVIR,Small molecule,CHEMBL163,3.0,"['NCT04365582', 'NCT04409483']",MONDO_0100096,COVID-19
507,TUBB1,tubulin beta 1 class VI,COLCHICINE,Small molecule,CHEMBL107,3.0,['NCT04416334'],MONDO_0100096,COVID-19
508,PDGFRA,platelet derived growth factor receptor alpha,NINTEDANIB,Small molecule,CHEMBL502835,3.0,['NCT04541680'],MONDO_0100096,COVID-19
509,IFNAR1,interferon alpha and beta receptor subunit 1,INTERFERON BETA-1A,Protein,CHEMBL1201562,3.0,"['NCT04492475', 'NCT04732949']",MONDO_0100096,COVID-19
510,PDE4C,phosphodiesterase 4C,APREMILAST,Small molecule,CHEMBL514800,3.0,['NCT04590586'],MONDO_0100096,COVID-19
511,GABRA6,gamma-aminobutyric acid type A receptor subunit alpha6,SEVOFLURANE,Small molecule,CHEMBL1200694,3.0,['NCT04355962'],MONDO_0100096,COVID-19
512,SLC6A4,solute carrier family 6 member 4,FLUVOXAMINE MALEATE,Small molecule,CHEMBL1409,3.0,['NCT04727424'],MONDO_0100096,COVID-19
513,PTGS2,prostaglandin-endoperoxide synthase 2,NAPROXEN,Small molecule,CHEMBL154,3.0,['NCT04325633'],MONDO_0100096,COVID-19
514,TYK2,tyrosine kinase 2,TOFACITINIB,Small molecule,CHEMBL221959,3.0,['NCT04469114'],MONDO_0100096,COVID-19
515,IL6R,interleukin 6 receptor,TOCILIZUMAB,Antibody,CHEMBL1237022,3.0,['NCT04403685'],MONDO_0100096,COVID-19
516,KCNK2,potassium two pore domain channel subfamily K member 2,ISOFLURANE,Small molecule,CHEMBL1256,3.0,['NCT04415060'],MONDO_0100096,COVID-19
517,AR,androgen receptor,BICALUTAMIDE,Small molecule,CHEMBL409,3.0,['NCT04509999'],MONDO_0100096,COVID-19
518,PDE6H,phosphodiesterase 6H,DIPYRIDAMOLE,Small molecule,CHEMBL932,3.0,['NCT04410328'],MONDO_0100096,COVID-19
519,SERPINC1,serpin family C member 1,ENOXAPARIN SODIUM,Oligosaccharide,CHEMBL1201476,3.0,"['NCT04486508', 'NCT04401293', 'NCT04366960']",MONDO_0100096,COVID-19
520,FAAH,fatty acid amide hydrolase,ACETAMINOPHEN,Small molecule,CHEMBL112,3.0,['NCT04673214'],MONDO_0100096,COVID-19
521,CYP3A43,cytochrome P450 family 3 subfamily A member 43,RITONAVIR,Small molecule,CHEMBL163,3.0,"['NCT04365582', 'NCT04409483']",MONDO_0100096,COVID-19
522,PTGS1,prostaglandin-endoperoxide synthase 1,ASPIRIN,Small molecule,CHEMBL25,3.0,['NCT04324463'],MONDO_0100096,COVID-19
523,VDR,vitamin D receptor,ERGOCALCIFEROL,Small molecule,CHEMBL1536,3.0,"['NCT04483635', 'NCT04372017']",MONDO_0100096,COVID-19
524,VEGFA,vascular endothelial growth factor A,BEVACIZUMAB,Antibody,CHEMBL1201583,3.0,['NCT04305106'],MONDO_0100096,COVID-19
525,TUBB3,tubulin beta 3 class III,COLCHICINE,Small molecule,CHEMBL107,3.0,"['NCT04997551', 'NCT04324463']",MONDO_0100096,COVID-19
526,TUBB4A,tubulin beta 4A class IVa,COLCHICINE,Small molecule,CHEMBL107,3.0,"['NCT04324463', 'NCT04997551']",MONDO_0100096,COVID-19
527,TUBB1,tubulin beta 1 class VI,COLCHICINE,Small molecule,CHEMBL107,3.0,['NCT04603690'],MONDO_0100096,COVID-19
528,PDE5A,phosphodiesterase 5A,SILDENAFIL CITRATE,Small molecule,CHEMBL1737,3.0,['NCT04304313'],MONDO_0100096,COVID-19
529,AR,androgen receptor,GT-0918,Small molecule,CHEMBL4594417,3.0,"['NCT04728802', 'NCT05126628']",MONDO_0100096,COVID-19
530,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,AMANTADINE,Small molecule,CHEMBL660,3.0,['NCT04952519'],MONDO_0100096,COVID-19
531,IL6R,interleukin 6 receptor,SARILUMAB,Antibody,CHEMBL2108730,3.0,['NCT02735707'],MONDO_0100096,COVID-19
532,NDUFA11,NADH:ubiquinone oxidoreductase subunit A11,METFORMIN,Small molecule,CHEMBL1431,3.0,['NCT04510194'],MONDO_0100096,COVID-19
533,ADRB2,adrenoceptor beta 2,NEBIVOLOL,Small molecule,CHEMBL434394,3.0,['NCT04631536'],MONDO_0100096,COVID-19
534,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,AMANTADINE,Small molecule,CHEMBL660,3.0,"['NCT04854759', 'NCT04894617']",MONDO_0100096,COVID-19
535,GRIN1,glutamate ionotropic receptor NMDA type subunit 1,AMANTADINE,Small molecule,CHEMBL660,3.0,['NCT04952519'],MONDO_0100096,COVID-19
536,NR3C1,nuclear receptor subfamily 3 group C member 1,DEXAMETHASONE,Small molecule,CHEMBL384467,3.0,"['NCT04765371', 'NCT04909918', 'NCT04640168', 'NCT04834375', 'NCT04603729']",MONDO_0100096,COVID-19
537,NR3C1,nuclear receptor subfamily 3 group C member 1,PREDNISOLONE,Small molecule,CHEMBL131,3.0,['NCT05638633'],MONDO_0100096,COVID-19
538,TUBB2A,tubulin beta 2A class IIa,COLCHICINE,Small molecule,CHEMBL107,3.0,"['NCT04997551', 'NCT04324463']",MONDO_0100096,COVID-19
539,TUBB2B,tubulin beta 2B class IIb,COLCHICINE,Small molecule,CHEMBL107,3.0,"['NCT04539873', 'NCT04322682', 'NCT04516941']",MONDO_0100096,COVID-19
540,MT-ND3,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3,METFORMIN,Small molecule,CHEMBL1431,3.0,['NCT04510194'],MONDO_0100096,COVID-19
541,FGFR4,fibroblast growth factor receptor 4,NINTEDANIB,Small molecule,CHEMBL502835,3.0,['NCT04541680'],MONDO_0100096,COVID-19
542,AR,androgen receptor,ENZALUTAMIDE,Small molecule,CHEMBL1082407,3.0,['NCT04986176'],MONDO_0100096,COVID-19
543,GABRQ,gamma-aminobutyric acid type A receptor subunit theta,SEVOFLURANE,Small molecule,CHEMBL1200694,3.0,['NCT04355962'],MONDO_0100096,COVID-19
544,KCNK3,potassium two pore domain channel subfamily K member 3,ISOFLURANE,Small molecule,CHEMBL1256,3.0,['NCT04415060'],MONDO_0100096,COVID-19
545,NR3C1,nuclear receptor subfamily 3 group C member 1,BUDESONIDE,Small molecule,CHEMBL1370,3.0,['NCT04727424'],MONDO_0100096,COVID-19
546,PDE3B,phosphodiesterase 3B,DIPYRIDAMOLE,Small molecule,CHEMBL932,3.0,['NCT04410328'],MONDO_0100096,COVID-19
547,MT-ND2,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2,METFORMIN,Small molecule,CHEMBL1431,3.0,['NCT04510194'],MONDO_0100096,COVID-19
548,PTGS1,prostaglandin-endoperoxide synthase 1,ASPIRIN,Small molecule,CHEMBL25,3.0,['NCT04554433'],MONDO_0100096,COVID-19
549,TLR9,toll like receptor 9,1018 ISS,Unknown,CHEMBL4297680,3.0,['NCT05012787'],MONDO_0100096,COVID-19
550,NR3C1,nuclear receptor subfamily 3 group C member 1,METHYLPREDNISOLONE,Small molecule,CHEMBL650,3.0,['NCT04345445'],MONDO_0100096,COVID-19
551,PTGS1,prostaglandin-endoperoxide synthase 1,ASPIRIN,Small molecule,CHEMBL25,3.0,"['NCT02735707', 'NCT05073718']",MONDO_0100096,COVID-19
552,NR3C1,nuclear receptor subfamily 3 group C member 1,DEXAMETHASONE,Small molecule,CHEMBL384467,3.0,"['NCT05293210', 'NCT04832880']",MONDO_0100096,COVID-19
553,NR3C1,nuclear receptor subfamily 3 group C member 1,MOMETASONE FUROATE,Small molecule,CHEMBL1161,3.0,['NCT04484493'],MONDO_0100096,COVID-19
554,TLR7,toll like receptor 7,HYDROXYCHLOROQUINE,Small molecule,CHEMBL1535,3.0,"['NCT04411433', 'NCT04315948']",MONDO_0100096,COVID-19
555,PDE4B,phosphodiesterase 4B,APREMILAST,Small molecule,CHEMBL514800,3.0,['NCT02735707'],MONDO_0100096,COVID-19
556,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,ATORVASTATIN,Small molecule,CHEMBL1487,3.0,"['NCT04952350', 'NCT04631536']",MONDO_0100096,COVID-19
557,NDUFS5,NADH:ubiquinone oxidoreductase subunit S5,METFORMIN,Small molecule,CHEMBL1431,3.0,['NCT04510194'],MONDO_0100096,COVID-19
558,TUBB3,tubulin beta 3 class III,COLCHICINE,Small molecule,CHEMBL107,3.0,['NCT04603690'],MONDO_0100096,COVID-19
559,PCSK9,proprotein convertase subtilisin/kexin type 9,EVOLOCUMAB,Antibody,CHEMBL2364655,3.0,['NCT04941105'],MONDO_0100096,COVID-19
560,PDGFRB,platelet derived growth factor receptor beta,IMATINIB,Small molecule,CHEMBL941,3.0,['NCT04394416'],MONDO_0100096,COVID-19
561,TUBB4A,tubulin beta 4A class IVa,COLCHICINE,Small molecule,CHEMBL107,3.0,"['NCT04724629', 'NCT04350320', 'NCT04328480', 'NCT04472611', 'NCT04667780']",MONDO_0100096,COVID-19
562,PDE1A,phosphodiesterase 1A,DIPYRIDAMOLE,Small molecule,CHEMBL932,3.0,['NCT04410328'],MONDO_0100096,COVID-19
563,GABRB3,gamma-aminobutyric acid type A receptor subunit beta3,SEVOFLURANE,Small molecule,CHEMBL1200694,3.0,['NCT04355962'],MONDO_0100096,COVID-19
564,CXCR1,C-X-C motif chemokine receptor 1,REPARIXIN,Small molecule,CHEMBL191413,3.0,['NCT05254990'],MONDO_0100096,COVID-19
565,GABRP,gamma-aminobutyric acid type A receptor subunit pi,ISOFLURANE,Small molecule,CHEMBL1256,3.0,['NCT04415060'],MONDO_0100096,COVID-19
566,MMP8,matrix metallopeptidase 8,DOXYCYCLINE ANHYDROUS,Small molecule,CHEMBL1433,3.0,['NCT04523831'],MONDO_0100096,COVID-19
567,CCR5,C-C motif chemokine receptor 5,LERONLIMAB,Antibody,CHEMBL2109343,3.0,"['NCT04901676', 'NCT04901689']",MONDO_0100096,COVID-19
568,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,ATORVASTATIN,Small molecule,CHEMBL1487,3.0,['NCT04486508'],MONDO_0100096,COVID-19
569,GABRP,gamma-aminobutyric acid type A receptor subunit pi,SEVOFLURANE,Small molecule,CHEMBL1200694,3.0,['NCT04355962'],MONDO_0100096,COVID-19
570,F10,coagulation factor X,RIVAROXABAN,Small molecule,CHEMBL198362,3.0,['NCT04324463'],MONDO_0100096,COVID-19
571,NDUFB3,NADH:ubiquinone oxidoreductase subunit B3,METFORMIN,Small molecule,CHEMBL1431,3.0,['NCT04510194'],MONDO_0100096,COVID-19
572,NR3C1,nuclear receptor subfamily 3 group C member 1,HYDROCORTISONE,Small molecule,CHEMBL389621,3.0,['NCT02735707'],MONDO_0100096,COVID-19
573,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,ATORVASTATIN CALCIUM,Small molecule,CHEMBL393220,3.0,['NCT04801940'],MONDO_0100096,COVID-19
574,PTGS2,prostaglandin-endoperoxide synthase 2,ACETAMINOPHEN,Small molecule,CHEMBL112,3.0,['NCT04673214'],MONDO_0100096,COVID-19
575,IFNLR1,interferon lambda receptor 1,PEGINTERFERON LAMBDA-1A,Protein,CHEMBL2108723,3.0,['NCT04967430'],MONDO_0100096,COVID-19
576,GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A,AMANTADINE,Small molecule,CHEMBL660,3.0,"['NCT04894617', 'NCT04854759']",MONDO_0100096,COVID-19
577,RARB,retinoic acid receptor beta,ISOTRETINOIN,Small molecule,CHEMBL547,3.0,"['NCT04361422', 'NCT04353180']",MONDO_0100096,COVID-19
578,NDUFB1,NADH:ubiquinone oxidoreductase subunit B1,METFORMIN,Small molecule,CHEMBL1431,3.0,['NCT04510194'],MONDO_0100096,COVID-19
579,GABRD,gamma-aminobutyric acid type A receptor subunit delta,SEVOFLURANE,Small molecule,CHEMBL1200694,3.0,['NCT04415060'],MONDO_0100096,COVID-19
580,MT-ND5,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5,METFORMIN,Small molecule,CHEMBL1431,3.0,['NCT04510194'],MONDO_0100096,COVID-19
581,TUBB4B,tubulin beta 4B class IVb,COLCHICINE,Small molecule,CHEMBL107,3.0,"['NCT04324463', 'NCT04997551']",MONDO_0100096,COVID-19
582,PDE5A,phosphodiesterase 5A,DIPYRIDAMOLE,Small molecule,CHEMBL932,3.0,['NCT04410328'],MONDO_0100096,COVID-19
583,NDUFV3,NADH:ubiquinone oxidoreductase subunit V3,METFORMIN,Small molecule,CHEMBL1431,3.0,['NCT04510194'],MONDO_0100096,COVID-19
584,NDUFB8,NADH:ubiquinone oxidoreductase subunit B8,METFORMIN,Small molecule,CHEMBL1431,3.0,['NCT04510194'],MONDO_0100096,COVID-19
